event_name,bracket_stage,match_id,match_datetime,map_name,team1_name,team1_score,team2_name,team2_score,player_name,player_team,agent_played,rating_2_0,ACS,KDRatio,KAST_pct,ADR,total_kills,total_deaths,total_assists,game_type
College VALORANT North: Fall 2023,"Playoffs: 
						Round of 32",279642,"Saturday, November 11th 1:00 PM PST",Bind,Ohio Northern University,7.0,Queen's Gaels,13.0,EmpitenZ,ONU,skye,0.62,118.0,0.6,,79.0,9.0,15.0,2.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Upper Bracket Final",17384,"Saturday, May 1st 1:00 PM PDT",Haven,Sentinels,13.0,Cloud9,11.0,TenZ,SEN,jett,1.12,244.0,1.188,,133.0,19.0,16.0,7.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Upper Bracket Final",17384,"Saturday, May 1st 1:00 PM PDT",Split,Sentinels,1.0,Cloud9,13.0,TenZ,SEN,reyna,0.2,141.0,0.4,,96.0,6.0,15.0,2.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Upper Bracket Final",17384,"Saturday, May 1st 1:00 PM PDT",Icebox,Sentinels,13.0,Cloud9,6.0,TenZ,SEN,reyna,1.22,244.0,1.545,,161.0,17.0,11.0,3.0,Playoffs
Challengers 2025: Japan Split 2,"Playoffs: 
						Grand Final",474080,"Saturday, May 17th 8:30 PM PDT",Fracture,RIDDLE ORDER,13.0,FENNEL,7.0,MrTenzouEz,FL,tejo,0.79,181.0,0.75,,135.0,12.0,16.0,3.0,Playoffs
Challengers 2025: Japan Split 2,"Playoffs: 
						Grand Final",474080,"Saturday, May 17th 8:30 PM PDT",Ascent,RIDDLE ORDER,18.0,FENNEL,16.0,MrTenzouEz,FL,fade,1.14,232.0,1.273,,144.0,28.0,22.0,9.0,Playoffs
Challengers 2025: Japan Split 2,"Playoffs: 
						Grand Final",474080,"Saturday, May 17th 8:30 PM PDT",Split,RIDDLE ORDER,13.0,FENNEL,6.0,MrTenzouEz,FL,tejo,0.77,171.0,0.647,,108.0,11.0,17.0,4.0,Playoffs
Champions Tour 2024: Americas Kickoff,"Playoffs: 
						Semifinals",303088,"Saturday, March 2nd 5:00 PM PST",Sunset,NRG,14.0,Sentinels,16.0,TenZ,SEN,omen,1.52,287.0,1.765,,185.0,30.0,17.0,15.0,Playoffs
Champions Tour 2024: Americas Kickoff,"Playoffs: 
						Semifinals",303088,"Saturday, March 2nd 5:00 PM PST",Ascent,NRG,13.0,Sentinels,8.0,TenZ,SEN,omen,0.93,210.0,0.933,,137.0,14.0,15.0,8.0,Playoffs
Champions Tour 2024: Americas Kickoff,"Playoffs: 
						Semifinals",303088,"Saturday, March 2nd 5:00 PM PST",Split,NRG,3.0,Sentinels,13.0,TenZ,SEN,omen,1.21,229.0,1.182,,144.0,13.0,11.0,6.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Lower Final",312781,"Saturday, March 23rd 8:00 AM PDT",Lotus,Sentinels,14.0,Paper Rex,12.0,TenZ,SEN,omen,1.39,271.0,1.562,,167.0,25.0,16.0,15.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Lower Final",312781,"Saturday, March 23rd 8:00 AM PDT",Ascent,Sentinels,13.0,Paper Rex,6.0,TenZ,SEN,omen,1.28,225.0,1.455,,140.0,16.0,11.0,13.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Lower Final",312781,"Saturday, March 23rd 8:00 AM PDT",Split,Sentinels,5.0,Paper Rex,13.0,TenZ,SEN,omen,0.52,179.0,0.556,,119.0,10.0,18.0,7.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Lower Final",312781,"Saturday, March 23rd 8:00 AM PDT",Sunset,Sentinels,13.0,Paper Rex,3.0,TenZ,SEN,omen,1.97,345.0,2.444,,214.0,22.0,9.0,10.0,Playoffs
Astral Clash 2023,"Main Event: 
						Round 4",184684,"Saturday, March 11th 3:00 PM PST",Unknown,Unknown,,Unknown,,tenzin,No B,omen,0.49,80.0,,,54.0,3.0,13.0,6.0,Regular Season
Astral Clash 2023,"Main Event: 
						Round 2",184678,"Saturday, March 11th 11:30 AM PST",Unknown,Unknown,,Unknown,,tenzin,No B,viper,0.78,192.0,,,120.0,10.0,13.0,8.0,Regular Season
Astral Clash 2023,"Main Event: 
						Round 1",184673,"Saturday, March 11th 10:30 AM PST",Unknown,Unknown,,Unknown,,tenzin,No B,viper,0.46,97.0,,,58.0,7.0,16.0,2.0,Regular Season
PAX Arena Invitational,"Tournament: 
						Semifinals",1272,"Saturday, July 25th 4:15 PM PDT",Bind,Homeless,8.0,Cloud9,13.0,TenZ,C9,raze,,279.0,1.5,,,21.0,14.0,7.0,Playoffs
PAX Arena Invitational,"Tournament: 
						Semifinals",1272,"Saturday, July 25th 4:15 PM PDT",Ascent,Homeless,6.0,Cloud9,13.0,TenZ,C9,jett,,259.0,1.333,,,16.0,12.0,9.0,Playoffs
EsportsDoug x eUnited Charity Clash,"Tournament: 
						Grand Finals",1207,"Saturday, July 18th 4:55 PM PDT",Split,Gen.G,6.0,Cloud9,13.0,TenZ,C9,jett,,253.0,1.308,,,17.0,13.0,5.0,Playoffs
EsportsDoug x eUnited Charity Clash,"Tournament: 
						Grand Finals",1207,"Saturday, July 18th 4:55 PM PDT",Bind,Gen.G,6.0,Cloud9,13.0,TenZ,C9,raze,,406.0,2.273,,,25.0,11.0,9.0,Playoffs
EsportsDoug x eUnited Charity Clash,"Tournament: 
						Semifinals",1209,"Saturday, July 18th 2:45 PM PDT",Haven,Cloud9,13.0,Echo 8,10.0,TenZ,C9,jett,,241.0,0.905,,,19.0,21.0,5.0,Playoffs
EsportsDoug x eUnited Charity Clash,"Tournament: 
						Semifinals",1209,"Saturday, July 18th 2:45 PM PDT",Ascent,Cloud9,13.0,Echo 8,10.0,TenZ,C9,reyna,,236.0,1.357,,,19.0,14.0,6.0,Playoffs
EsportsDoug x eUnited Charity Clash,"Tournament: 
						Quarterfinals",1205,"Saturday, July 18th 12:00 PM PDT",Haven,Cloud9,13.0,Way 2 French,5.0,TenZ,C9,jett,,391.0,1.846,,,24.0,13.0,3.0,Playoffs
EsportsDoug x eUnited Charity Clash,"Tournament: 
						Quarterfinals",1205,"Saturday, July 18th 12:00 PM PDT",Ascent,Cloud9,13.0,Way 2 French,1.0,TenZ,C9,viper,,370.0,4.0,,,20.0,5.0,2.0,Playoffs
Pulse Invitational,"Playoffs: 
						Quarterfinals",1077,"Saturday, July 11th 12:00 PM PDT",Ascent,TSM,1.0,Cloud9,13.0,TenZ,C9,jett,,455.0,4.8,,,24.0,5.0,3.0,Playoffs
Pulse Invitational,"Playoffs: 
						Quarterfinals",1077,"Saturday, July 11th 12:00 PM PDT",Bind,TSM,13.0,Cloud9,7.0,TenZ,C9,jett,,201.0,0.938,,,15.0,16.0,1.0,Playoffs
Pulse Invitational,"Playoffs: 
						Quarterfinals",1077,"Saturday, July 11th 12:00 PM PDT",Haven,TSM,10.0,Cloud9,13.0,TenZ,C9,jett,,331.0,1.688,,,27.0,16.0,3.0,Playoffs
Champions Tour Japan Stage 3: Challengers 1,"Main Event: 
						Group B",26094,"Saturday, July 10th 8:55 PM PDT",Bind,Storks Phalanx,5.0,Gaming Team SELECTOR,13.0,MrTenzouEz,GTS,skye,1.25,226.0,1.5,,161.0,15.0,10.0,2.0,Regular Season
Champions Tour Japan Stage 3: Challengers 1,"Main Event: 
						Group B",26094,"Saturday, July 10th 8:55 PM PDT",Breeze,Storks Phalanx,13.0,Gaming Team SELECTOR,4.0,MrTenzouEz,GTS,viper,0.49,122.0,0.467,,76.0,7.0,15.0,3.0,Regular Season
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Lower Final",25206,"Saturday, July 10th 5:15 PM PDT",Haven,100 Thieves,13.0,Sentinels,15.0,TenZ,SEN,jett,1.57,312.0,1.667,,191.0,30.0,18.0,9.0,Playoffs
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Lower Final",25206,"Saturday, July 10th 5:15 PM PDT",Breeze,100 Thieves,8.0,Sentinels,13.0,TenZ,SEN,jett,1.33,285.0,1.429,,165.0,20.0,14.0,8.0,Playoffs
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Lower Round 3",25205,"Saturday, July 10th 3:20 PM PDT",Breeze,Sentinels,13.0,ENVY,8.0,TenZ,SEN,jett,0.69,160.0,0.812,,90.0,13.0,16.0,1.0,Regular Season
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Lower Round 3",25205,"Saturday, July 10th 3:20 PM PDT",Bind,Sentinels,13.0,ENVY,7.0,TenZ,SEN,reyna,1.72,347.0,2.083,,205.0,25.0,12.0,6.0,Regular Season
Red Bull Home Ground,"Main Event: 
						Semifinals",9310,"Saturday, January 30th 4:00 AM PST",Icebox,Ninjas in Pyjamas,10.0,G2 Esports,13.0,Ex6TenZ,NIP,breach,,316.0,1.263,,224.0,24.0,19.0,8.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Semifinals",9310,"Saturday, January 30th 4:00 AM PST",Split,Ninjas in Pyjamas,13.0,G2 Esports,5.0,Ex6TenZ,NIP,breach,,119.0,0.8,,69.0,8.0,10.0,7.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Semifinals",9310,"Saturday, January 30th 4:00 AM PST",Ascent,Ninjas in Pyjamas,5.0,G2 Esports,13.0,Ex6TenZ,NIP,breach,,199.0,0.625,,119.0,10.0,16.0,9.0,Playoffs
Red Bull Home Ground,"Main Event: 
						Semifinals",9310,"Saturday, January 30th 4:00 AM PST",Bind,Ninjas in Pyjamas,11.0,G2 Esports,13.0,Ex6TenZ,NIP,breach,,144.0,0.75,,97.0,12.0,16.0,10.0,Playoffs
Ludwig x Tarik Invitational,"Main Event: 
						Upper Final",166332,"Saturday, January 14th 3:30 PM PST",Unknown,Unknown,,Unknown,,TenZ,SEN,jett,1.39,301.0,,,182.0,31.0,23.0,7.0,Playoffs
Ludwig x Tarik Invitational,"Main Event: 
						Upper Semifinals",166331,"Saturday, January 14th 1:15 PM PST",Fracture,Sentinels,13.0,TSM,8.0,TenZ,SEN,kayo,1.33,251.0,1.067,,153.0,16.0,15.0,25.0,Playoffs
Ludwig x Tarik Invitational,"Main Event: 
						Upper Semifinals",166331,"Saturday, January 14th 1:15 PM PST",Pearl,Sentinels,13.0,TSM,7.0,TenZ,SEN,jett,2.1,386.0,4.0,,236.0,32.0,8.0,5.0,Playoffs
Champions Tour Europe Stage 1: Challengers 1,"Main Event: 
						Quarterfinals",9852,"Saturday, February 6th 8:00 AM PST",Icebox,G2 Esports,7.0,Ninjas in Pyjamas,13.0,Ex6TenZ,NIP,breach,,261.0,1.5,,153.0,18.0,12.0,6.0,Playoffs
Champions Tour Europe Stage 1: Challengers 1,"Main Event: 
						Quarterfinals",9852,"Saturday, February 6th 8:00 AM PST",Bind,G2 Esports,13.0,Ninjas in Pyjamas,5.0,Ex6TenZ,NIP,breach,,126.0,0.538,,135.0,7.0,13.0,4.0,Playoffs
Champions Tour Europe Stage 1: Challengers 1,"Main Event: 
						Quarterfinals",9852,"Saturday, February 6th 8:00 AM PST",Split,G2 Esports,10.0,Ninjas in Pyjamas,13.0,Ex6TenZ,NIP,breach,,215.0,0.882,,104.0,15.0,17.0,10.0,Playoffs
Champions Tour Europe Stage 1: Challengers 2,"Main Event: 
						Quarterfinals",11122,"Saturday, February 20th 10:20 AM PST",Ascent,Ninjas in Pyjamas,13.0,G2 Esports,9.0,Ex6TenZ,NIP,breach,,172.0,1.083,,115.0,13.0,12.0,12.0,Playoffs
Champions Tour Europe Stage 1: Challengers 2,"Main Event: 
						Quarterfinals",11122,"Saturday, February 20th 10:20 AM PST",Haven,Ninjas in Pyjamas,13.0,G2 Esports,10.0,Ex6TenZ,NIP,breach,,129.0,0.846,,76.0,11.0,13.0,8.0,Playoffs
Challengers 2025: Japan Split 1,"Main Stage: 
						Lower Round 3",438181,"Saturday, February 15th 2:55 AM PST",Haven,FENNEL,13.0,Sengoku Gaming,2.0,MrTenzouEz,FL,sova,1.76,319.0,2.667,,218.0,16.0,6.0,6.0,Regular Season
Challengers 2025: Japan Split 1,"Main Stage: 
						Lower Round 3",438181,"Saturday, February 15th 2:55 AM PST",Fracture,FENNEL,13.0,Sengoku Gaming,8.0,MrTenzouEz,FL,tejo,1.25,204.0,1.7,,134.0,17.0,10.0,3.0,Regular Season
AfreecaTV Valorant League,"Playoffs: 
						Semifinals",286658,"Saturday, December 9th 12:00 AM PST",Split,Sentinels,13.0,Team Liquid,8.0,TenZ,SEN,omen,1.45,227.0,1.5,,158.0,18.0,12.0,12.0,Playoffs
AfreecaTV Valorant League,"Playoffs: 
						Semifinals",286658,"Saturday, December 9th 12:00 AM PST",Haven,Sentinels,5.0,Team Liquid,13.0,TenZ,SEN,omen,0.47,114.0,0.467,,89.0,7.0,15.0,7.0,Playoffs
AfreecaTV Valorant League,"Playoffs: 
						Semifinals",286658,"Saturday, December 9th 12:00 AM PST",Sunset,Sentinels,13.0,Team Liquid,5.0,TenZ,SEN,omen,1.19,246.0,1.7,,169.0,17.0,10.0,3.0,Playoffs
Cloud9 To The Skyes Invitational,"Tournament: 
						Quarterfinals",7719,"Saturday, December 19th 4:15 PM PST",Unknown,Unknown,,Unknown,,TenZ,C9,jett,,215.0,,,141.0,14.0,18.0,9.0,Playoffs
FaZe Clan Invitational,"Playoffs: 
						Lower Round 2",1630,"Saturday, August 8th 4:15 PM PDT",Ascent,Immortals,13.0,Cloud9,15.0,TenZ,C9,jett,,249.0,1.35,,147.0,27.0,20.0,2.0,Playoffs
FaZe Clan Invitational,"Playoffs: 
						Lower Round 2",1630,"Saturday, August 8th 4:15 PM PDT",Bind,Immortals,13.0,Cloud9,5.0,TenZ,C9,raze,,239.0,1.0,,138.0,15.0,15.0,4.0,Playoffs
FaZe Clan Invitational,"Playoffs: 
						Lower Round 2",1630,"Saturday, August 8th 4:15 PM PDT",Haven,Immortals,13.0,Cloud9,10.0,TenZ,C9,jett,,307.0,1.688,,162.0,27.0,16.0,0.0,Playoffs
Champions Tour North America: Last Chance Qualifier,"Main Event: 
						Lower Round 1",123330,"Saturday, August 6th 3:30 PM PDT",Breeze,Sentinels,13.0,Shopify Rebellion Black,8.0,TenZ,SEN,chamber,1.15,191.0,1.333,,125.0,16.0,12.0,5.0,Regular Season
Champions Tour North America: Last Chance Qualifier,"Main Event: 
						Lower Round 1",123330,"Saturday, August 6th 3:30 PM PDT",Fracture,Sentinels,17.0,Shopify Rebellion Black,15.0,TenZ,SEN,chamber,1.03,210.0,1.316,,134.0,25.0,19.0,1.0,Regular Season
Pop Flash Invitational,"Tournament: 
						Upper Final",2134,"Saturday, August 29th 5:55 PM PDT",Split,Cloud9,13.0,Sentinels,11.0,TenZ,C9,raze,,271.0,1.533,,157.0,23.0,15.0,8.0,Playoffs
Pop Flash Invitational,"Tournament: 
						Upper Final",2134,"Saturday, August 29th 5:55 PM PDT",Bind,Cloud9,7.0,Sentinels,13.0,TenZ,C9,reyna,,357.0,1.571,,233.0,22.0,14.0,3.0,Playoffs
Pop Flash Invitational,"Tournament: 
						Upper Final",2134,"Saturday, August 29th 5:55 PM PDT",Haven,Cloud9,11.0,Sentinels,13.0,TenZ,C9,reyna,,312.0,1.368,,229.0,26.0,19.0,6.0,Playoffs
Pop Flash Invitational,"Tournament: 
						Upper Semifinals",2131,"Saturday, August 29th 11:10 AM PDT",Split,Cloud9,4.0,ENVY,13.0,TenZ,C9,reyna,,314.0,1.125,,181.0,18.0,16.0,2.0,Playoffs
Pop Flash Invitational,"Tournament: 
						Upper Semifinals",2131,"Saturday, August 29th 11:10 AM PDT",Ascent,Cloud9,13.0,ENVY,11.0,TenZ,C9,reyna,,232.0,1.333,,137.0,20.0,15.0,5.0,Playoffs
Pop Flash Invitational,"Tournament: 
						Upper Semifinals",2131,"Saturday, August 29th 11:10 AM PDT",Haven,Cloud9,15.0,ENVY,13.0,TenZ,C9,reyna,,253.0,1.263,,165.0,24.0,19.0,9.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Upper Semifinals",378826,"Saturday, August 17th 1:00 AM PDT",Haven,Sentinels,13.0,EDward Gaming,9.0,TenZ,SEN,omen,1.34,267.0,1.571,,186.0,22.0,14.0,6.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Upper Semifinals",378826,"Saturday, August 17th 1:00 AM PDT",Lotus,Sentinels,9.0,EDward Gaming,13.0,TenZ,SEN,omen,0.68,164.0,0.706,,119.0,12.0,17.0,11.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Upper Semifinals",378826,"Saturday, August 17th 1:00 AM PDT",Sunset,Sentinels,6.0,EDward Gaming,13.0,TenZ,SEN,omen,1.28,307.0,1.235,,196.0,21.0,17.0,7.0,Playoffs
MilkTeaBoards All-Stars,"Playoffs: 
						Round of 12",469136,"Saturday, April 5th 1:00 PM PDT",Lotus,Team surelynotsierra,6.0,Team DocRespawn,13.0,tenzin,DOC,deadlock,1.47,249.0,2.625,,161.0,21.0,8.0,5.0,Playoffs
MilkTeaBoards All-Stars,"Playoffs: 
						Round of 12",469136,"Saturday, April 5th 1:00 PM PDT",Haven,Team surelynotsierra,13.0,Team DocRespawn,9.0,tenzin,DOC,tejo,1.06,237.0,0.941,,143.0,16.0,17.0,5.0,Playoffs
MilkTeaBoards All-Stars,"Playoffs: 
						Round of 12",469136,"Saturday, April 5th 1:00 PM PDT",Fracture,Team surelynotsierra,13.0,Team DocRespawn,11.0,tenzin,DOC,breach,1.02,196.0,0.882,,134.0,15.0,17.0,12.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Lower Bracket Final",16996,"Saturday, April 24th 4:15 PM PDT",Split,NRG,7.0,Sentinels,13.0,TenZ,SEN,reyna,1.29,251.0,1.636,,163.0,18.0,11.0,5.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Lower Bracket Final",16996,"Saturday, April 24th 4:15 PM PDT",Ascent,NRG,15.0,Sentinels,17.0,TenZ,SEN,jett,1.02,224.0,1.0,,137.0,24.0,24.0,9.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Lower Bracket Round 3",16995,"Saturday, April 24th 1:55 PM PDT",Haven,Sentinels,13.0,Andbox,10.0,TenZ,SEN,jett,0.91,211.0,0.889,,138.0,16.0,18.0,3.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Lower Bracket Round 3",16995,"Saturday, April 24th 1:55 PM PDT",Ascent,Sentinels,4.0,Andbox,13.0,TenZ,SEN,jett,0.48,152.0,0.533,,92.0,8.0,15.0,4.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Lower Bracket Round 3",16995,"Saturday, April 24th 1:55 PM PDT",Split,Sentinels,13.0,Andbox,6.0,TenZ,SEN,reyna,2.04,423.0,3.0,,228.0,30.0,10.0,6.0,Playoffs
Hype Up Tour Japan,"Main Event: 
						Nagoya Qualifier",277833,"Monday, October 2nd 2:30 AM PDT",Sunset,BLUE TEAM,12.0,GREEN TEAM,13.0,MrTenzouEz,BLUE,raze,1.0,251.0,1.105,,181.0,21.0,19.0,7.0,Regular Season
Hype Up Tour Japan,"Main Event: 
						Nagoya Qualifier",277833,"Monday, October 2nd 2:30 AM PDT",Ascent,BLUE TEAM,12.0,GREEN TEAM,13.0,MrTenzouEz,BLUE,kayo,1.14,241.0,1.1,,176.0,22.0,20.0,11.0,Regular Season
KJC Updraft: Season One,"Week 6: 
						Quarterfinals",83058,"Monday, May 9th 6:00 AM PDT",Unknown,Unknown,,Unknown,,Intenzzz,FTR,jett,1.49,335.0,,,201.0,28.0,16.0,5.0,Regular Season
Rise of Titans,"Invite Stage: 
						Round of 16",896,"Monday, June 29th 9:30 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,SFCS,brimstone,,222.0,,,,17.0,12.0,5.0,Playoffs
Rise of Titans,"Invite Stage: 
						Round of 32",886,"Monday, June 29th 8:00 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,SFCS,brimstone,,307.0,,,,19.0,5.0,3.0,Playoffs
Rise of Titans,"Invite Stage: 
						Quarterfinals",900,"Monday, June 29th 11:00 AM PDT",Split,2G4L,3.0,StartedFromCS,13.0,Ex6TenZ,SFCS,brimstone,,218.0,1.444,,,13.0,9.0,2.0,Playoffs
Rise of Titans,"Invite Stage: 
						Quarterfinals",900,"Monday, June 29th 11:00 AM PDT",Bind,2G4L,8.0,StartedFromCS,13.0,Ex6TenZ,SFCS,brimstone,,236.0,1.727,,,19.0,11.0,4.0,Playoffs
Immortals First Light,"Invitational: 
						Grand Final",535,"Monday, June 15th 8:20 PM PDT",Ascent,TSM,13.0,Cloud9,8.0,TenZ,C9,sage,,263.0,1.111,,,20.0,18.0,6.0,Playoffs
Immortals First Light,"Invitational: 
						Grand Final",535,"Monday, June 15th 8:20 PM PDT",Bind,TSM,13.0,Cloud9,5.0,TenZ,C9,jett,,286.0,1.062,,,17.0,16.0,3.0,Playoffs
Immortals First Light,"Invitational: 
						Semifinals",534,"Monday, June 15th 6:00 PM PDT",Split,Gen.G,9.0,Cloud9,13.0,TenZ,C9,jett,,292.0,1.5,,,24.0,16.0,3.0,Playoffs
Immortals First Light,"Invitational: 
						Semifinals",534,"Monday, June 15th 6:00 PM PDT",Bind,Gen.G,9.0,Cloud9,13.0,TenZ,C9,jett,,278.0,1.154,,,15.0,13.0,7.0,Playoffs
Immortals First Light,"Invitational: 
						Quarterfinals",532,"Monday, June 15th 3:00 PM PDT",Bind,Cloud9,13.0,MIXUP,12.0,TenZ,C9,raze,,460.0,2.0,,,36.0,18.0,10.0,Playoffs
Immortals First Light,"Invitational: 
						Quarterfinals",532,"Monday, June 15th 3:00 PM PDT",Split,Cloud9,5.0,MIXUP,13.0,TenZ,C9,raze,,377.0,1.615,,,21.0,13.0,2.0,Playoffs
Immortals First Light,"Invitational: 
						Quarterfinals",532,"Monday, June 15th 3:00 PM PDT",Ascent,Cloud9,13.0,MIXUP,10.0,TenZ,C9,sage,,409.0,2.0,,,34.0,17.0,4.0,Playoffs
Take the Throne,"#8: 
						Qualification",871,"Monday, July 6th 11:00 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,SFCS,brimstone,,197.0,,,,15.0,17.0,4.0,Regular Season
Challengers 2025: Japan Split 3,"Main Stage: 
						Week 3",510430,"Monday, July 28th 3:00 AM PDT",Unknown,Unknown,,Unknown,,MrTenzouEz,FL,,,,,,,,,,Regular Season
Challengers 2025: Japan Split 3,"Main Stage: 
						Week 3",510430,"Monday, July 28th 3:00 AM PDT",TBD,FENNEL,0.0,QT DIG∞,0.0,MrTenzouEz,FL,,,,,,,,,,Regular Season
Champions Tour 2023: Americas Last Chance Qualifier,"Main Event: 
						Upper Semifinals",232732,"Monday, July 17th 1:00 PM PDT",Pearl,Cloud9,13.0,Sentinels,8.0,TenZ,SEN,kayo,0.77,184.0,0.579,,122.0,11.0,19.0,20.0,Playoffs
Champions Tour 2023: Americas Last Chance Qualifier,"Main Event: 
						Upper Semifinals",232732,"Monday, July 17th 1:00 PM PDT",Fracture,Cloud9,5.0,Sentinels,13.0,TenZ,SEN,kayo,1.13,215.0,1.083,,125.0,13.0,12.0,14.0,Playoffs
Champions Tour 2023: Americas Last Chance Qualifier,"Main Event: 
						Upper Semifinals",232732,"Monday, July 17th 1:00 PM PDT",Split,Cloud9,13.0,Sentinels,8.0,TenZ,SEN,jett,0.84,198.0,0.824,,119.0,14.0,17.0,6.0,Playoffs
Challengers 2025: Japan Split 3,"Main Stage: 
						Week 1",510416,"Monday, July 14th 3:00 AM PDT",Unknown,Unknown,,Unknown,,MrTenzouEz,FL,,,,,,,,,,Regular Season
Challengers 2025: Japan Split 3,"Main Stage: 
						Week 1",510416,"Monday, July 14th 3:00 AM PDT",TBD,FENNEL,0.0,NOEZ FOXX,0.0,MrTenzouEz,FL,,,,,,,,,,Regular Season
Occitanie Esports 2020,"Main Event: 
						Lower Final",3041,"Friday, September 25th 11:00 AM PDT",Haven,FeaFeaFea,13.0,L'institut,10.0,Ex6TenZ,Fea,omen,,178.0,0.75,,109.0,12.0,16.0,10.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Lower Final",3041,"Friday, September 25th 11:00 AM PDT",Split,FeaFeaFea,7.0,L'institut,13.0,Ex6TenZ,Fea,brimstone,,207.0,1.0,,133.0,14.0,14.0,3.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Lower Final",3041,"Friday, September 25th 11:00 AM PDT",Ascent,FeaFeaFea,13.0,L'institut,11.0,Ex6TenZ,Fea,omen,,161.0,0.867,,119.0,13.0,15.0,11.0,Playoffs
Valorant Champions Tour Stage 3: Masters Berlin,"Playoffs: 
						Quarterfinals",34974,"Friday, September 17th 1:55 PM PDT",Haven,ENVY,15.0,Sentinels,13.0,TenZ,SEN,jett,1.33,287.0,1.765,,166.0,30.0,17.0,5.0,Playoffs
Valorant Champions Tour Stage 3: Masters Berlin,"Playoffs: 
						Quarterfinals",34974,"Friday, September 17th 1:55 PM PDT",Split,ENVY,13.0,Sentinels,7.0,TenZ,SEN,raze,0.46,157.0,0.444,,121.0,8.0,18.0,4.0,Playoffs
Red Bull Home Ground #4,"Main Event: 
						Round 2",283094,"Friday, November 3rd 3:35 AM PDT",Unknown,Unknown,,Unknown,,MrTenzouEz,SZ,skye,1.0,183.0,,,107.0,12.0,14.0,9.0,Regular Season
Hype Up Tour Japan,"Main Event: 
						Tokyo - Third Place Match",277835,"Friday, November 10th 8:40 PM PST",Breeze,BLUE TEAM,10.0,PINK TEAM,13.0,MrTenzouEz,BLUE,jett,1.19,248.0,1.235,,158.0,21.0,17.0,1.0,Playoffs
Hype Up Tour Japan,"Main Event: 
						Tokyo - Third Place Match",277835,"Friday, November 10th 8:40 PM PST",Haven,BLUE TEAM,10.0,PINK TEAM,13.0,MrTenzouEz,BLUE,killjoy,1.21,237.0,1.533,,178.0,23.0,15.0,1.0,Playoffs
Fnatic Proving Grounds,"Tournament: 
						Quarterfinals",53,"Friday, May 8th 7:00 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,SFCS,,,0.0,,,,0.0,0.0,0.0,Playoffs
Fnatic Proving Grounds,"Tournament: 
						Round of 16",46,"Friday, May 8th 5:30 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,SFCS,,,0.0,,,,0.0,0.0,0.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Upper Final",19080,"Friday, May 28th 12:30 PM PDT",Bind,Sentinels,13.0,NUTURN,5.0,TenZ,SEN,reyna,1.37,273.0,1.583,,148.0,19.0,12.0,7.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Upper Final",19080,"Friday, May 28th 12:30 PM PDT",Haven,Sentinels,13.0,NUTURN,4.0,TenZ,SEN,jett,1.47,296.0,1.9,,171.0,19.0,10.0,2.0,Playoffs
Challengers 2025: Japan Split 2,"Playoffs: 
						Semifinals",474079,"Friday, May 16th 11:30 PM PDT",Pearl,NOEZ FOXX,11.0,FENNEL,13.0,MrTenzouEz,FL,sova,0.75,176.0,0.737,,112.0,14.0,19.0,5.0,Playoffs
Challengers 2025: Japan Split 2,"Playoffs: 
						Semifinals",474079,"Friday, May 16th 11:30 PM PDT",Haven,NOEZ FOXX,5.0,FENNEL,13.0,MrTenzouEz,FL,sova,1.1,191.0,1.444,,122.0,13.0,9.0,4.0,Playoffs
