event_name,bracket_stage,match_id,match_datetime,map_name,team1_name,team1_score,team2_name,team2_score,player_name,player_team,agent_played,rating_2_0,ACS,KDRatio,KAST_pct,ADR,total_kills,total_deaths,total_assists,game_type
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Upper Quarterfinals",19073,"Tuesday, May 25th 3:05 PM PDT",Haven,Sentinels,13.0,FNATIC,10.0,Boaster,FNC,astra,1.0,220.0,1.0,,145.0,16.0,16.0,6.0,Playoffs
Champions Tour 2023: Masters Tokyo,"Playoffs: 
						Upper Final",220447,"Tuesday, June 20th 8:00 PM PDT",Lotus,FNATIC,13.0,Evil Geniuses,3.0,Boaster,FNC,astra,1.15,175.0,1.125,,105.0,9.0,8.0,13.0,Playoffs
Champions Tour 2023: Masters Tokyo,"Playoffs: 
						Upper Final",220447,"Tuesday, June 20th 8:00 PM PDT",Fracture,FNATIC,9.0,Evil Geniuses,13.0,Boaster,FNC,brimstone,0.9,164.0,0.8,,101.0,12.0,15.0,9.0,Playoffs
Champions Tour 2023: Masters Tokyo,"Playoffs: 
						Upper Final",220447,"Tuesday, June 20th 8:00 PM PDT",Split,FNATIC,13.0,Evil Geniuses,11.0,Boaster,FNC,omen,1.11,188.0,0.933,,120.0,14.0,15.0,15.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Lower Round 2",498632,"Tuesday, June 17th 12:35 PM PDT",Sunset,Sentinels,13.0,FNATIC,9.0,Boaster,FNC,omen,0.53,113.0,0.412,,71.0,7.0,17.0,9.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Lower Round 2",498632,"Tuesday, June 17th 12:35 PM PDT",Ascent,Sentinels,7.0,FNATIC,13.0,Boaster,FNC,omen,1.05,162.0,1.0,,97.0,10.0,10.0,11.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Lower Round 2",498632,"Tuesday, June 17th 12:35 PM PDT",Icebox,Sentinels,9.0,FNATIC,13.0,Boaster,FNC,viper,0.76,133.0,0.714,,88.0,10.0,14.0,4.0,Playoffs
Esports World Cup 2025,"Group Stage: 
						Opening (D)",510143,"Tuesday, July 8th 5:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,FNC,,,,,,,,,,Regular Season
Champions Tour 2024: EMEA Stage 2,"Playoffs: 
						Upper Semifinals",371281,"Tuesday, July 16th 12:45 PM PDT",Sunset,FUT Esports,13.0,FNATIC,15.0,Boaster,FNC,astra,0.74,137.0,0.619,,97.0,13.0,21.0,5.0,Playoffs
Champions Tour 2024: EMEA Stage 2,"Playoffs: 
						Upper Semifinals",371281,"Tuesday, July 16th 12:45 PM PDT",Haven,FUT Esports,5.0,FNATIC,13.0,Boaster,FNC,omen,1.21,224.0,1.3,,157.0,13.0,10.0,10.0,Playoffs
GLX Elite Series,"Main Event: 
						Group D - Winners' Match",3115,"Thursday, October 8th 8:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,SUMN,breach,,140.0,,,146.0,12.0,13.0,14.0,Regular Season
GLX Elite Series,"Main Event: 
						Group D - Opening Matches",3113,"Thursday, October 8th 7:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,SUMN,breach,,134.0,,,54.0,10.0,9.0,10.0,Regular Season
GLX Elite Series,"Main Event: 
						Group D - Grand Final",3118,"Thursday, October 8th 10:00 AM PDT",TBD,SUMN FC,0.0,Lankräm,0.0,Boaster,SUMN,,,,,,,,,,Regular Season
GLX Elite Series,"Main Event: 
						Group D - Grand Final",3118,"Thursday, October 8th 10:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,SUMN,breach,,122.0,,,83.0,9.0,13.0,10.0,Regular Season
BLAST Spike Nations #2,"Main Event: 
						Opening (B)",43840,"Thursday, October 7th 8:00 AM PDT",Unknown,Unknown,,Unknown,,Boaster,UK,sova,1.24,239.0,,,167.0,13.0,12.0,5.0,Regular Season
BLAST Spike Nations #2,"Main Event: 
						Elimination (B)",43843,"Thursday, October 7th 11:15 AM PDT",Unknown,Unknown,,Unknown,,Boaster,UK,jett,0.7,158.0,,,123.0,10.0,15.0,3.0,Playoffs
Red Bull Home Ground #4,"Main Event: 
						Round 1",283091,"Thursday, November 2nd 11:55 PM PDT",Unknown,Unknown,,Unknown,,Boaster,FNC,omen,0.92,160.0,,,102.0,12.0,15.0,15.0,Regular Season
Red Bull Home Ground #5,"Main Event: 
						Round 1",423621,"Thursday, November 21st 6:20 AM PST",Unknown,Unknown,,Unknown,,Boaster,FNC,omen,0.78,126.0,,,76.0,11.0,15.0,6.0,Regular Season
Red Bull Home Ground #5,"Main Event: 
						Round 2",423974,"Thursday, November 21st 1:15 PM PST",Unknown,Unknown,,Unknown,,Boaster,FNC,omen,0.51,54.0,,,37.0,4.0,9.0,3.0,Regular Season
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Upper Semifinals",341818,"Thursday, May 9th 8:00 AM PDT",Breeze,Karmine Corp,11.0,FNATIC,13.0,Boaster,FNC,viper,0.66,97.0,0.429,,71.0,6.0,14.0,12.0,Playoffs
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Upper Semifinals",341818,"Thursday, May 9th 8:00 AM PDT",Bind,Karmine Corp,9.0,FNATIC,13.0,Boaster,FNC,brimstone,0.85,148.0,0.833,,97.0,10.0,12.0,9.0,Playoffs
VCT 2025: EMEA Stage 1,"Playoffs: 
						Upper Round 1",482504,"Thursday, May 8th 11:00 AM PDT",Split,FNATIC,13.0,FUT Esports,8.0,Boaster,FNC,astra,0.81,130.0,0.667,,91.0,8.0,12.0,11.0,Playoffs
VCT 2025: EMEA Stage 1,"Playoffs: 
						Upper Round 1",482504,"Thursday, May 8th 11:00 AM PDT",Lotus,FNATIC,13.0,FUT Esports,6.0,Boaster,FNC,omen,0.98,157.0,0.818,,101.0,9.0,11.0,10.0,Playoffs
Champions Tour 2024: Masters Shanghai,"Playoffs: 
						Upper Quarterfinals",348466,"Thursday, May 30th 3:00 AM PDT",Lotus,FNATIC,13.0,Gen.G,10.0,Boaster,FNC,omen,,111.0,0.562,,90.0,9.0,16.0,7.0,Playoffs
Champions Tour 2024: Masters Shanghai,"Playoffs: 
						Upper Quarterfinals",348466,"Thursday, May 30th 3:00 AM PDT",Bind,FNATIC,10.0,Gen.G,13.0,Boaster,FNC,brimstone,,125.0,0.529,,77.0,9.0,17.0,7.0,Playoffs
Champions Tour 2024: Masters Shanghai,"Playoffs: 
						Upper Quarterfinals",348466,"Thursday, May 30th 3:00 AM PDT",Breeze,FNATIC,11.0,Gen.G,13.0,Boaster,FNC,viper,,198.0,1.0,,126.0,17.0,17.0,5.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Lower Round 2",19083,"Thursday, May 27th 11:40 AM PDT",Icebox,FNATIC,13.0,X10 Esports,4.0,Boaster,FNC,sova,1.15,222.0,1.5,,133.0,15.0,10.0,7.0,Regular Season
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Lower Round 2",19083,"Thursday, May 27th 11:40 AM PDT",Haven,FNATIC,13.0,X10 Esports,9.0,Boaster,FNC,astra,0.83,178.0,0.812,,119.0,13.0,16.0,5.0,Regular Season
Champions Tour Europe Stage 3: Challengers 1,"Main Event: 
						Upper Semifinals",24953,"Thursday, July 8th 8:00 AM PDT",Ascent,FNATIC,13.0,Guild Esports,11.0,Boaster,FNC,astra,0.9,177.0,0.938,,125.0,15.0,16.0,5.0,Playoffs
Champions Tour Europe Stage 3: Challengers 1,"Main Event: 
						Upper Semifinals",24953,"Thursday, July 8th 8:00 AM PDT",Icebox,FNATIC,6.0,Guild Esports,13.0,Boaster,FNC,sova,0.6,163.0,0.5,,109.0,9.0,18.0,10.0,Playoffs
Champions Tour Europe Stage 3: Challengers 1,"Main Event: 
						Upper Semifinals",24953,"Thursday, July 8th 8:00 AM PDT",Haven,FNATIC,9.0,Guild Esports,13.0,Boaster,FNC,sova,0.52,98.0,0.412,,80.0,7.0,17.0,9.0,Playoffs
Champions Tour Europe Stage 3: Challengers 1,"Main Event: 
						Lower Round 2",24959,"Thursday, July 8th 11:30 AM PDT",Icebox,FNATIC,9.0,G2 Esports,13.0,Boaster,FNC,sova,1.25,252.0,1.267,,161.0,19.0,15.0,3.0,Regular Season
Champions Tour Europe Stage 3: Challengers 1,"Main Event: 
						Lower Round 2",24959,"Thursday, July 8th 11:30 AM PDT",Haven,FNATIC,15.0,G2 Esports,17.0,Boaster,FNC,sova,1.01,198.0,0.952,,136.0,20.0,21.0,11.0,Regular Season
Champions Tour Europe Stage 3: Challengers 2,"Main Event: 
						Upper Semifinals",28911,"Thursday, July 29th 8:00 AM PDT",Icebox,Giants Gaming,4.0,FNATIC,13.0,Boaster,FNC,sova,1.3,240.0,1.75,,165.0,14.0,8.0,9.0,Playoffs
Champions Tour Europe Stage 3: Challengers 2,"Main Event: 
						Upper Semifinals",28911,"Thursday, July 29th 8:00 AM PDT",Bind,Giants Gaming,13.0,FNATIC,7.0,Boaster,FNC,astra,0.74,159.0,0.588,,119.0,10.0,17.0,7.0,Playoffs
Champions Tour Europe Stage 3: Challengers 2,"Main Event: 
						Upper Semifinals",28911,"Thursday, July 29th 8:00 AM PDT",Ascent,Giants Gaming,18.0,FNATIC,16.0,Boaster,FNC,sova,0.7,107.0,0.571,,65.0,12.0,21.0,9.0,Playoffs
Champions Tour Europe Stage 3: Challengers 2,"Main Event: 
						Lower Round 2",28916,"Thursday, July 29th 11:35 AM PDT",Haven,FNATIC,14.0,Team BDS,12.0,Boaster,FNC,sova,0.94,148.0,0.857,,106.0,12.0,14.0,13.0,Regular Season
Champions Tour Europe Stage 3: Challengers 2,"Main Event: 
						Lower Round 2",28916,"Thursday, July 29th 11:35 AM PDT",Bind,FNATIC,13.0,Team BDS,11.0,Boaster,FNC,astra,1.05,201.0,1.2,,136.0,18.0,15.0,4.0,Regular Season
Champions Tour Europe Stage 3: Challengers 2,"Main Event: 
						Lower Round 2",28916,"Thursday, July 29th 11:35 AM PDT",Icebox,FNATIC,7.0,Team BDS,13.0,Boaster,FNC,sova,1.31,254.0,1.067,,171.0,16.0,15.0,10.0,Regular Season
Valorant Champions Tour Stage 2: Masters Copenhagen,"Playoffs: 
						Upper Quarterfinals",112321,"Thursday, July 14th 10:35 AM PDT",Icebox,FNATIC,13.0,FunPlus Phoenix,10.0,Boaster,FNC,viper,1.41,252.0,1.538,,162.0,20.0,13.0,9.0,Playoffs
Valorant Champions Tour Stage 2: Masters Copenhagen,"Playoffs: 
						Upper Quarterfinals",112321,"Thursday, July 14th 10:35 AM PDT",Haven,FNATIC,13.0,FunPlus Phoenix,4.0,Boaster,FNC,omen,1.34,218.0,2.0,,129.0,14.0,7.0,7.0,Playoffs
VCT 2025: EMEA Kickoff,"Main Event: 
						Lower Round 2",429395,"Thursday, January 30th 9:00 AM PST",Abyss,Gentle Mates,5.0,FNATIC,13.0,Boaster,FNC,astra,1.37,161.0,2.0,,99.0,10.0,5.0,10.0,Regular Season
VCT 2025: EMEA Kickoff,"Main Event: 
						Lower Round 2",429395,"Thursday, January 30th 9:00 AM PST",Fracture,Gentle Mates,6.0,FNATIC,13.0,Boaster,FNC,brimstone,1.19,171.0,1.444,,113.0,13.0,9.0,8.0,Regular Season
VCT 2025: EMEA Kickoff,"Main Event: 
						Lower Round 1",429392,"Thursday, January 23rd 12:30 PM PST",Pearl,FNATIC,13.0,Natus Vincere,9.0,Boaster,FNC,astra,0.8,153.0,0.75,,107.0,12.0,16.0,11.0,Regular Season
VCT 2025: EMEA Kickoff,"Main Event: 
						Lower Round 1",429392,"Thursday, January 23rd 12:30 PM PST",Fracture,FNATIC,8.0,Natus Vincere,13.0,Boaster,FNC,brimstone,0.63,138.0,0.5,,78.0,8.0,16.0,13.0,Regular Season
VCT 2025: EMEA Kickoff,"Main Event: 
						Lower Round 1",429392,"Thursday, January 23rd 12:30 PM PST",Haven,FNATIC,15.0,Natus Vincere,13.0,Boaster,FNC,omen,0.81,144.0,0.882,,94.0,15.0,17.0,11.0,Regular Season
Champions Tour 2024: EMEA Kickoff,"Playoffs: 
						Semifinals",303094,"Thursday, February 29th 10:20 AM PST",Lotus,FNATIC,10.0,Karmine Corp,13.0,Boaster,FNC,omen,0.75,147.0,1.067,,100.0,16.0,15.0,5.0,Playoffs
Champions Tour 2024: EMEA Kickoff,"Playoffs: 
						Semifinals",303094,"Thursday, February 29th 10:20 AM PST",Split,FNATIC,8.0,Karmine Corp,13.0,Boaster,FNC,omen,0.84,210.0,0.778,,150.0,14.0,18.0,9.0,Playoffs
Valorant Champions 2021,"Playoffs: 
						Quarterfinals",51293,"Thursday, December 9th 12:40 PM PST",Haven,FNATIC,13.0,KRÜ Esports,15.0,Boaster,FNC,sova,1.07,218.0,1.111,,152.0,20.0,18.0,11.0,Playoffs
Valorant Champions 2021,"Playoffs: 
						Quarterfinals",51293,"Thursday, December 9th 12:40 PM PST",Icebox,FNATIC,13.0,KRÜ Esports,6.0,Boaster,FNC,sova,1.27,171.0,1.375,,124.0,11.0,8.0,9.0,Playoffs
Valorant Champions 2021,"Playoffs: 
						Quarterfinals",51293,"Thursday, December 9th 12:40 PM PST",Split,FNATIC,8.0,KRÜ Esports,13.0,Boaster,FNC,astra,0.84,125.0,0.643,,98.0,9.0,14.0,6.0,Playoffs
Valorant Champions 2023,"Playoffs: 
						Lower Round 3",248282,"Thursday, August 24th 3:45 PM PDT",Split,FNATIC,4.0,LOUD,13.0,Boaster,FNC,omen,0.95,175.0,0.846,,117.0,11.0,13.0,6.0,Playoffs
Valorant Champions 2023,"Playoffs: 
						Lower Round 3",248282,"Thursday, August 24th 3:45 PM PDT",Ascent,FNATIC,13.0,LOUD,9.0,Boaster,FNC,omen,1.2,213.0,1.286,,119.0,18.0,14.0,11.0,Playoffs
Valorant Champions 2023,"Playoffs: 
						Lower Round 3",248282,"Thursday, August 24th 3:45 PM PDT",Haven,FNATIC,7.0,LOUD,13.0,Boaster,FNC,astra,0.58,152.0,0.421,,108.0,8.0,19.0,9.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Upper Quarterfinals",378825,"Thursday, August 15th 3:35 AM PDT",Lotus,Team Heretics,13.0,FNATIC,3.0,Boaster,FNC,omen,0.37,81.0,0.25,,54.0,3.0,12.0,6.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Upper Quarterfinals",378825,"Thursday, August 15th 3:35 AM PDT",Abyss,Team Heretics,14.0,FNATIC,12.0,Boaster,FNC,astra,0.28,65.0,0.316,,39.0,6.0,19.0,6.0,Playoffs
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Winner's (B)",16831,"Thursday, April 29th 10:15 AM PDT",Ascent,FNATIC,13.0,Guild Esports,10.0,Boaster,FNC,sova,1.08,228.0,1.062,,149.0,17.0,16.0,8.0,Regular Season
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Winner's (B)",16831,"Thursday, April 29th 10:15 AM PDT",Bind,FNATIC,15.0,Guild Esports,13.0,Boaster,FNC,brimstone,1.31,240.0,1.278,,167.0,23.0,18.0,7.0,Regular Season
Champions Tour Europe Stage 2: Challengers 2,"Main Event: 
						Quarterfinals",16478,"Thursday, April 15th 10:20 AM PDT",Bind,G2 Esports,5.0,FNATIC,13.0,Boaster,FNC,brimstone,1.13,184.0,1.1,,133.0,11.0,10.0,6.0,Playoffs
Champions Tour Europe Stage 2: Challengers 2,"Main Event: 
						Quarterfinals",16478,"Thursday, April 15th 10:20 AM PDT",Ascent,G2 Esports,11.0,FNATIC,13.0,Boaster,FNC,sova,1.24,217.0,1.5,,127.0,18.0,12.0,9.0,Playoffs
LVP Rising Series #3,"Playoffs: 
						Quarterfinals",35262,"Sunday, September 5th 10:05 AM PDT",Icebox,FNATIC,13.0,SAW,11.0,Boaster,FNC,sova,0.97,195.0,0.941,,141.0,16.0,17.0,8.0,Playoffs
LVP Rising Series #3,"Playoffs: 
						Quarterfinals",35262,"Sunday, September 5th 10:05 AM PDT",Haven,FNATIC,12.0,SAW,14.0,Boaster,FNC,sova,1.03,182.0,0.889,,128.0,16.0,18.0,9.0,Playoffs
LVP Rising Series #3,"Playoffs: 
						Quarterfinals",35262,"Sunday, September 5th 10:05 AM PDT",Split,FNATIC,13.0,SAW,7.0,Boaster,FNC,viper,1.86,357.0,2.6,,238.0,26.0,10.0,4.0,Playoffs
Valorant Champions 2022,"Playoffs: 
						Lower Round 1",130687,"Sunday, September 11th 9:55 AM PDT",Bind,Team Liquid,6.0,FNATIC,13.0,Boaster,FNC,brimstone,1.11,193.0,1.4,,117.0,14.0,10.0,5.0,Playoffs
Valorant Champions 2022,"Playoffs: 
						Lower Round 1",130687,"Sunday, September 11th 9:55 AM PDT",Haven,Team Liquid,7.0,FNATIC,13.0,Boaster,FNC,omen,1.23,210.0,1.5,,134.0,15.0,10.0,3.0,Playoffs
Valorant Contenders Cup,"Double Elimination Stage: 
						Grand Final",3413,"Sunday, October 4th 7:35 AM PDT",Bind,SUMN FC,9.0,FunPlus Phoenix,13.0,Boaster,SUMN,breach,,144.0,0.632,,97.0,12.0,19.0,8.0,Playoffs
Valorant Contenders Cup,"Double Elimination Stage: 
						Grand Final",3413,"Sunday, October 4th 7:35 AM PDT",Split,SUMN FC,9.0,FunPlus Phoenix,13.0,Boaster,SUMN,breach,,154.0,0.611,,88.0,11.0,18.0,11.0,Playoffs
Valorant Contenders Cup,"Double Elimination Stage: 
						Upper Final",3411,"Sunday, October 4th 3:00 AM PDT",Bind,need more DM,13.0,SUMN FC,15.0,Boaster,SUMN,breach,,148.0,0.6,,102.0,12.0,20.0,15.0,Playoffs
Valorant Contenders Cup,"Double Elimination Stage: 
						Upper Final",3411,"Sunday, October 4th 3:00 AM PDT",Split,need more DM,5.0,SUMN FC,13.0,Boaster,SUMN,breach,,147.0,1.0,,87.0,10.0,10.0,10.0,Playoffs
epic31 Online,"Playoffs: 
						Grand Final",3816,"Sunday, October 11th 11:00 AM PDT",Haven,SUMN FC,13.0,Oxygen Esports,11.0,Boaster,SUMN,breach,,202.0,1.067,,104.0,16.0,15.0,16.0,Playoffs
epic31 Online,"Playoffs: 
						Grand Final",3816,"Sunday, October 11th 11:00 AM PDT",TBD,SUMN FC,0.0,Oxygen Esports,0.0,Boaster,SUMN,,,,,,,,,,Playoffs
epic31 Online,"Playoffs: 
						Grand Final",3816,"Sunday, October 11th 11:00 AM PDT",Ascent,SUMN FC,13.0,Oxygen Esports,10.0,Boaster,SUMN,breach,,182.0,0.882,,120.0,15.0,17.0,6.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Grand Final",19089,"Sunday, May 30th 10:00 AM PDT",Split,Sentinels,14.0,FNATIC,12.0,Boaster,FNC,astra,0.84,203.0,0.905,,138.0,19.0,21.0,3.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Grand Final",19089,"Sunday, May 30th 10:00 AM PDT",Bind,Sentinels,16.0,FNATIC,14.0,Boaster,FNC,brimstone,0.99,216.0,0.958,,131.0,23.0,24.0,2.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Grand Final",19089,"Sunday, May 30th 10:00 AM PDT",Haven,Sentinels,13.0,FNATIC,11.0,Boaster,FNC,astra,0.67,124.0,0.625,,88.0,10.0,16.0,5.0,Playoffs
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Grand Finals",16836,"Sunday, May 2nd 8:00 AM PDT",Haven,Team Liquid,3.0,FNATIC,13.0,Boaster,FNC,astra,1.31,277.0,1.364,,166.0,15.0,11.0,10.0,Playoffs
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Grand Finals",16836,"Sunday, May 2nd 8:00 AM PDT",Icebox,Team Liquid,13.0,FNATIC,7.0,Boaster,FNC,sova,0.3,92.0,0.294,,74.0,5.0,17.0,3.0,Playoffs
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Grand Finals",16836,"Sunday, May 2nd 8:00 AM PDT",Ascent,Team Liquid,13.0,FNATIC,9.0,Boaster,FNC,sova,0.7,170.0,0.588,,114.0,10.0,17.0,9.0,Playoffs
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Grand Finals",16836,"Sunday, May 2nd 8:00 AM PDT",Bind,Team Liquid,7.0,FNATIC,13.0,Boaster,FNC,brimstone,1.17,271.0,1.5,,149.0,21.0,14.0,5.0,Playoffs
Champions Tour Stage 2: EMEA Challengers Playoffs,"Main Event: 
						Grand Finals",16836,"Sunday, May 2nd 8:00 AM PDT",Split,Team Liquid,13.0,FNATIC,7.0,Boaster,FNC,reyna,0.81,181.0,0.733,,112.0,11.0,15.0,1.0,Playoffs
Champions Tour 2023: EMEA League,"Playoffs: 
						Grand Final",213198,"Sunday, May 28th 8:00 AM PDT",Lotus,FNATIC,13.0,Team Liquid,11.0,Boaster,FNC,astra,0.56,117.0,0.5,,75.0,9.0,18.0,5.0,Playoffs
Champions Tour 2023: EMEA League,"Playoffs: 
						Grand Final",213198,"Sunday, May 28th 8:00 AM PDT",Ascent,FNATIC,12.0,Team Liquid,14.0,Boaster,FNC,omen,1.01,175.0,0.889,,100.0,16.0,18.0,18.0,Playoffs
Champions Tour 2023: EMEA League,"Playoffs: 
						Grand Final",213198,"Sunday, May 28th 8:00 AM PDT",Haven,FNATIC,6.0,Team Liquid,13.0,Boaster,FNC,astra,0.98,187.0,0.929,,118.0,13.0,14.0,8.0,Playoffs
Champions Tour 2023: EMEA League,"Playoffs: 
						Grand Final",213198,"Sunday, May 28th 8:00 AM PDT",Fracture,FNATIC,11.0,Team Liquid,13.0,Boaster,FNC,brimstone,0.96,173.0,1.062,,96.0,17.0,16.0,10.0,Playoffs
VCT 2025: EMEA Stage 1,"Playoffs: 
						Grand Final",482513,"Sunday, May 18th 9:00 AM PDT",Split,FNATIC,13.0,Team Heretics,4.0,Boaster,FNC,astra,0.71,100.0,0.778,,71.0,7.0,9.0,2.0,Playoffs
VCT 2025: EMEA Stage 1,"Playoffs: 
						Grand Final",482513,"Sunday, May 18th 9:00 AM PDT",Icebox,FNATIC,13.0,Team Heretics,9.0,Boaster,FNC,viper,1.16,232.0,1.286,,142.0,18.0,14.0,4.0,Playoffs
VCT 2025: EMEA Stage 1,"Playoffs: 
						Grand Final",482513,"Sunday, May 18th 9:00 AM PDT",Fracture,FNATIC,14.0,Team Heretics,12.0,Boaster,FNC,brimstone,0.79,168.0,0.833,,121.0,15.0,18.0,10.0,Playoffs
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Grand Final",341821,"Sunday, May 12th 8:00 AM PDT",Sunset,Team Heretics,13.0,FNATIC,7.0,Boaster,FNC,sova,0.83,166.0,0.857,,118.0,12.0,14.0,2.0,Playoffs
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Grand Final",341821,"Sunday, May 12th 8:00 AM PDT",Bind,Team Heretics,15.0,FNATIC,13.0,Boaster,FNC,brimstone,0.88,158.0,0.7,,105.0,14.0,20.0,10.0,Playoffs
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Grand Final",341821,"Sunday, May 12th 8:00 AM PDT",Lotus,Team Heretics,8.0,FNATIC,13.0,Boaster,FNC,omen,1.13,207.0,1.231,,117.0,16.0,13.0,10.0,Playoffs
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Grand Final",341821,"Sunday, May 12th 8:00 AM PDT",Split,Team Heretics,5.0,FNATIC,13.0,Boaster,FNC,omen,0.74,142.0,0.75,,84.0,9.0,12.0,7.0,Playoffs
Champions Tour 2024: EMEA Stage 1,"Playoffs: 
						Grand Final",341821,"Sunday, May 12th 8:00 AM PDT",Breeze,Team Heretics,8.0,FNATIC,13.0,Boaster,FNC,viper,1.17,189.0,1.25,,122.0,15.0,12.0,8.0,Playoffs
Champions Tour Europe Stage 1: Challengers 3,"Main Event: 
						Quarterfinals",11600,"Sunday, March 7th 8:00 AM PST",Haven,FNATIC,8.0,Ballista,13.0,Boaster,FNC,breach,,144.0,0.562,,136.0,9.0,16.0,11.0,Playoffs
Champions Tour Europe Stage 1: Challengers 3,"Main Event: 
						Quarterfinals",11600,"Sunday, March 7th 8:00 AM PST",Bind,FNATIC,12.0,Ballista,14.0,Boaster,FNC,brimstone,,134.0,0.45,,100.0,9.0,20.0,10.0,Playoffs
Champions Tour EMEA Stage 2: Challengers,"Playoffs: 
						Grand Final",107525,"Sunday, June 26th 7:00 AM PDT",Split,FNATIC,15.0,FunPlus Phoenix,13.0,Boaster,FNC,omen,0.84,163.0,0.895,,95.0,17.0,19.0,5.0,Playoffs
Champions Tour EMEA Stage 2: Challengers,"Playoffs: 
						Grand Final",107525,"Sunday, June 26th 7:00 AM PDT",Icebox,FNATIC,13.0,FunPlus Phoenix,5.0,Boaster,FNC,viper,1.3,215.0,1.444,,129.0,13.0,9.0,8.0,Playoffs
Champions Tour EMEA Stage 2: Challengers,"Playoffs: 
						Grand Final",107525,"Sunday, June 26th 7:00 AM PDT",Haven,FNATIC,15.0,FunPlus Phoenix,13.0,Boaster,FNC,omen,1.22,200.0,1.267,,127.0,19.0,15.0,11.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Grand Final",498628,"Sunday, June 22nd 10:15 AM PDT",Sunset,Paper Rex,13.0,FNATIC,11.0,Boaster,FNC,omen,0.72,120.0,0.625,,77.0,10.0,16.0,10.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Grand Final",498628,"Sunday, June 22nd 10:15 AM PDT",Icebox,Paper Rex,15.0,FNATIC,17.0,Boaster,FNC,viper,0.76,124.0,0.5,,99.0,11.0,22.0,16.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Grand Final",498628,"Sunday, June 22nd 10:15 AM PDT",Pearl,Paper Rex,13.0,FNATIC,10.0,Boaster,FNC,astra,1.01,195.0,0.875,,128.0,14.0,16.0,11.0,Playoffs
Valorant Masters Toronto 2025,"Playoffs: 
						Grand Final",498628,"Sunday, June 22nd 10:15 AM PDT",Lotus,Paper Rex,14.0,FNATIC,12.0,Boaster,FNC,omen,0.48,77.0,0.353,,45.0,6.0,17.0,9.0,Playoffs
G2 Esports Invitational,"Playoffs: 
						Quarterfinals",657,"Sunday, June 21st 6:00 AM PDT",Ascent,Team ANGE1,13.0,Team Zerator,5.0,Boaster,TZ,jett,,294.0,1.0,,,17.0,17.0,1.0,Playoffs
G2 Esports Invitational,"Playoffs: 
						Quarterfinals",657,"Sunday, June 21st 6:00 AM PDT",Split,Team ANGE1,5.0,Team Zerator,13.0,Boaster,TZ,jett,,242.0,2.0,,,16.0,8.0,3.0,Playoffs
G2 Esports Invitational,"Playoffs: 
						Quarterfinals",657,"Sunday, June 21st 6:00 AM PDT",Bind,Team ANGE1,13.0,Team Zerator,8.0,Boaster,TZ,jett,,275.0,1.615,,,21.0,13.0,2.0,Playoffs
Champions Tour 2023: Masters Tokyo,"Playoffs: 
						Upper Semifinals",220445,"Sunday, June 18th 10:15 PM PDT",Lotus,Paper Rex,5.0,FNATIC,13.0,Boaster,FNC,astra,1.05,180.0,1.0,,131.0,11.0,11.0,7.0,Playoffs
Champions Tour 2023: Masters Tokyo,"Playoffs: 
						Upper Semifinals",220445,"Sunday, June 18th 10:15 PM PDT",Bind,Paper Rex,7.0,FNATIC,13.0,Boaster,FNC,brimstone,0.96,173.0,1.0,,116.0,12.0,12.0,12.0,Playoffs
